IMAGEUID,SCORE
35475,0.25666666666666665
32246,0.11333333333333333
59375,0.22
33066,0.005
32306,0.25333333333333335
32332,0.11166666666666666
32409,0.385
391070,0.07166666666666667
33074,0.065
34607,0.14833333333333334
389161,0.016666666666666666
387866,0.006666666666666667
120056,0.008333333333333333
33086,0.04833333333333333
119186,0.2816666666666667
118832,0.008333333333333333
119188,0.22
388019,0.22833333333333333
119062,0.3283333333333333
118674,0.013333333333333334
118677,0.023333333333333334
388029,0.37166666666666665
118686,0.155
119274,0.06666666666666667
119067,0.04833333333333333
118869,0.15833333333333333
119678,0.013333333333333334
119227,0.08833333333333333
35841,0.005
59456,0.008333333333333333
64046,0.056666666666666664
119322,0.006666666666666667
119070,0.06666666666666667
35671,0.215
39533,0.016666666666666666
33489,0.008333333333333333
65752,0.18
384808,0.17833333333333334
119196,0.06333333333333334
119711,0.0033333333333333335
119715,0.15833333333333333
384777,0.013333333333333334
119381,0.008333333333333333
119383,0.20333333333333334
119385,0.4583333333333333
119198,0.03166666666666667
34362,0.13166666666666665
34384,0.023333333333333334
124897,0.19833333333333333
119392,0.011666666666666667
66428,0.2833333333333333
395090,0.005
118671,0.13333333333333333
119328,0.06166666666666667
45881,0.0
388431,0.06666666666666667
388025,0.006666666666666667
65148,0.06833333333333333
119236,0.27166666666666667
119230,0.11333333333333333
119221,0.11666666666666667
47984,0.11
79732,0.16166666666666665
33437,0.04666666666666667
34537,0.02
384092,0.045
96221,0.058333333333333334
59788,0.27166666666666667
119238,0.13833333333333334
118772,0.05333333333333334
388433,0.006666666666666667
59725,0.09166666666666666
119231,0.26666666666666666
34181,0.015
38827,0.295
118673,0.05333333333333334
414456,0.13833333333333334
39836,0.051666666666666666
118701,0.0033333333333333335
118766,0.29833333333333334
119480,0.07666666666666666
48020,0.016666666666666666
384094,0.01
118702,0.005
140334,0.16166666666666665
119090,0.008333333333333333
65566,0.11833333333333333
119486,0.023333333333333334
47291,0.21
119503,0.0
119397,0.22166666666666668
51138,0.01
80795,0.043333333333333335
39647,0.0033333333333333335
119400,0.08833333333333333
119510,0.01
63468,0.4
34578,0.0
40772,0.15833333333333333
119402,0.008333333333333333
388409,0.19833333333333333
384098,0.025
118676,0.015
51160,0.015
36903,0.145
50459,0.09333333333333334
39850,0.011666666666666667
32672,0.085
38861,0.023333333333333334
382256,0.01
67110,0.03333333333333333
119241,0.005
34725,0.14333333333333334
33457,0.155
59739,0.295
382272,0.20666666666666667
36938,0.22666666666666666
119102,0.11333333333333333
379548,0.0
92305,0.008333333333333333
34458,0.006666666666666667
46668,0.125
379938,0.21666666666666667
94824,0.25333333333333335
90848,0.07333333333333333
119134,0.005
379936,0.17166666666666666
119136,0.15166666666666667
379955,0.021666666666666667
101528,0.15333333333333332
119244,0.13833333333333334
47306,0.19833333333333333
50506,0.3516666666666667
47314,0.19666666666666666
36979,0.15666666666666668
64867,0.25
121228,0.05333333333333334
119408,0.30666666666666664
65611,0.19333333333333333
379928,0.043333333333333335
42481,0.1
42509,0.0033333333333333335
118892,0.12166666666666667
53390,0.0
34734,0.005
119138,0.055
118903,0.028333333333333332
119260,0.035
39275,0.06166666666666667
65220,0.005
119262,0.035
119264,0.26166666666666666
42772,0.11833333333333333
65104,0.01
379942,0.36333333333333334
42785,0.056666666666666664
47732,0.07833333333333334
42832,0.0
382254,0.13833333333333334
118741,0.01
130251,0.0
63865,0.006666666666666667
66462,0.0033333333333333335
392430,0.011666666666666667
60003,0.008333333333333333
59711,0.011666666666666667
134505,0.27166666666666667
59647,0.023333333333333334
62240,0.3616666666666667
62282,0.11666666666666667
63155,0.065
62377,0.008333333333333333
80718,0.023333333333333334
60056,0.01
66144,0.008333333333333333
60664,0.016666666666666666
63793,0.01
377026,0.0033333333333333335
377764,0.016666666666666666
376832,0.016666666666666666
432918,0.041666666666666664
375638,0.22
377083,0.013333333333333334
414531,0.21166666666666667
377010,0.023333333333333334
375627,0.018333333333333333
414571,0.025
374467,0.29833333333333334
432910,0.0
414452,0.018333333333333333
377079,0.006666666666666667
414527,0.008333333333333333
371250,0.023333333333333334
379940,0.008333333333333333
374561,0.02
392288,0.085
376957,0.006666666666666667
432883,0.38333333333333336
369385,0.225
369614,0.2733333333333333
392333,0.016666666666666666
371434,0.22
392270,0.008333333333333333
370011,0.023333333333333334
414525,0.27
414488,0.023333333333333334
414458,0.26166666666666666
414567,0.185
394754,0.25666666666666665
371988,0.0
371416,0.025
362900,0.005
392325,0.255
363336,0.011666666666666667
363334,0.006666666666666667
338586,0.006666666666666667
335406,0.03833333333333333
326606,0.10333333333333333
322305,0.31166666666666665
322550,0.016666666666666666
322917,0.18
321304,0.25833333333333336
322932,0.12333333333333334
312680,0.10833333333333334
377163,0.02666666666666667
315318,0.023333333333333334
308102,0.13
312727,0.005
305480,0.023333333333333334
296528,0.023333333333333334
296530,0.006666666666666667
305446,0.11833333333333333
296298,0.08
300289,0.01
295885,0.023333333333333334
296406,0.2633333333333333
291900,0.008333333333333333
291878,0.01
300252,0.09666666666666666
300942,0.275
297655,0.045
288879,0.225
312842,0.105
291888,0.03666666666666667
285488,0.008333333333333333
291049,0.01
285469,0.023333333333333334
288885,0.165
283932,0.005
282674,0.01
283929,0.04833333333333333
281407,0.006666666666666667
285903,0.021666666666666667
281434,0.1
45183,0.12666666666666668
59446,0.013333333333333334
281889,0.01
281845,0.01
119069,0.11666666666666667
59524,0.12166666666666667
280570,0.145
119724,0.005
285157,0.0033333333333333335
277673,0.013333333333333334
280564,0.028333333333333332
274514,0.0033333333333333335
273513,0.008333333333333333
119229,0.10333333333333333
274671,0.33166666666666667
272812,0.015
48029,0.006666666666666667
274508,0.016666666666666666
38785,0.22333333333333333
272814,0.0
270065,0.07666666666666666
32644,0.01
272716,0.016666666666666666
59666,0.155
272694,0.18166666666666667
273518,0.058333333333333334
274510,0.06333333333333334
39137,0.006666666666666667
270067,0.008333333333333333
270037,0.10166666666666667
96284,0.015
272652,0.08333333333333333
270042,0.03666666666666667
270052,0.38666666666666666
52781,0.006666666666666667
270043,0.006666666666666667
267767,0.16
267781,0.023333333333333334
52776,0.025
283940,0.023333333333333334
267761,0.07166666666666667
73506,0.0033333333333333335
267749,0.185
51165,0.016666666666666666
267759,0.023333333333333334
50557,0.365
283918,0.01
270069,0.2916666666666667
63752,0.0016666666666666668
118742,0.03833333333333333
118927,0.15
272646,0.12166666666666667
270056,0.005
261084,0.195
263685,0.41333333333333333
265203,0.15166666666666667
267771,0.023333333333333334
263738,0.005
261061,0.145
258719,0.18333333333333332
263732,0.315
258686,0.15
258690,0.02666666666666667
258684,0.18
255409,0.135
260243,0.025
255411,0.145
417074,0.01
254779,0.023333333333333334
254809,0.01
254775,0.06166666666666667
258657,0.006666666666666667
254754,0.006666666666666667
248679,0.06166666666666667
254777,0.12333333333333334
250659,0.12833333333333333
250661,0.23833333333333334
248630,0.20166666666666666
248611,0.2
431749,0.016666666666666666
296349,0.035
248634,0.06666666666666667
421241,0.12
296282,0.23166666666666666
241401,0.005
296347,0.06666666666666667
296308,0.12166666666666667
244937,0.3516666666666667
242900,0.005
241342,0.016666666666666666
241354,0.45166666666666666
235656,0.01
241356,0.01
229335,0.08333333333333333
228524,0.005
388449,0.19666666666666666
398319,0.01
391092,0.006666666666666667
398341,0.023333333333333334
398094,0.11
402028,0.43666666666666665
416077,0.205
32264,0.008333333333333333
119178,0.006666666666666667
118843,0.008333333333333333
119076,0.36833333333333335
65757,0.12166666666666667
46629,0.075
55943,0.23166666666666666
119125,0.17666666666666667
32667,0.01
118711,0.065
38926,0.3566666666666667
118680,0.04666666666666667
121435,0.32666666666666666
39171,0.14666666666666667
33476,0.06333333333333334
118919,0.005
59981,0.02
223369,0.10833333333333334
229328,0.205
233461,0.08333333333333333
229326,0.041666666666666664
238644,0.15166666666666667
236976,0.02
241396,0.015
241381,0.023333333333333334
296345,0.041666666666666664
241394,0.023333333333333334
254756,0.03833333333333333
250657,0.12
254819,0.018333333333333333
255417,0.005
265252,0.225
261059,0.0
267755,0.145
286641,0.12166666666666667
270045,0.14833333333333334
272720,0.13666666666666666
270018,0.10333333333333333
267779,0.10333333333333333
300498,0.0033333333333333335
267773,0.08833333333333333
277671,0.22666666666666666
270031,0.06333333333333334
270063,0.01
274518,0.005
274516,0.10833333333333334
274506,0.023333333333333334
281430,0.0
281425,0.008333333333333333
290965,0.008333333333333333
283922,0.041666666666666664
291002,0.37666666666666665
283946,0.0
296355,0.058333333333333334
293721,0.04833333333333333
290963,0.005
291936,0.07166666666666667
312674,0.05333333333333334
291884,0.02666666666666667
306753,0.23833333333333334
300513,0.18
300940,0.051666666666666666
322303,0.0033333333333333335
338584,0.01
421245,0.041666666666666664
351376,0.021666666666666667
362911,0.3233333333333333
392329,0.09833333333333333
414563,0.02
414565,0.25833333333333336
377193,0.06166666666666667
368981,0.23333333333333334
371441,0.018333333333333333
432901,0.03166666666666667
392272,0.08
369218,0.023333333333333334
377168,0.03833333333333333
432908,0.10833333333333334
374610,0.025
377881,0.19
384096,0.008333333333333333
414605,0.3283333333333333
414492,0.20833333333333334
414573,0.07833333333333334
388460,0.005
414575,0.105
388447,0.115
388027,0.11833333333333333
391060,0.06
392161,0.041666666666666664
47295,0.19833333333333333
119259,0.14166666666666666
62680,0.006666666666666667
232863,0.03333333333333333
32237,0.9716666666666667
59366,0.9833333333333333
32270,0.9466666666666667
119180,0.9666666666666667
35486,0.9433333333333334
119190,0.87
118874,0.9116666666666666
118970,0.8116666666666666
119277,0.9416666666666667
388925,0.845
119288,0.7216666666666667
118969,0.985
119300,0.9783333333333334
130231,0.7733333333333333
119194,0.9366666666666666
59484,0.9683333333333334
118971,0.8333333333333334
119079,0.9366666666666666
32003,0.9716666666666667
119717,0.82
60600,0.89
72128,0.985
49735,0.9883333333333333
119390,0.8566666666666667
118779,0.8633333333333333
119726,0.5733333333333334
119728,0.9233333333333333
119395,0.7666666666666667
65383,0.5483333333333333
33599,0.775
45213,0.8616666666666667
33444,0.9733333333333334
46608,0.985
59777,0.8833333333333333
39817,0.8166666666666667
59690,0.9566666666666667
119087,0.7083333333333334
119730,0.7916666666666666
34443,0.905
46615,0.915
92406,0.88
34570,0.9783333333333334
59686,0.9316666666666666
38770,0.9033333333333333
48038,0.97
119399,0.925
414462,0.9483333333333334
119401,0.8033333333333333
50426,0.955
59543,0.9133333333333333
388021,0.7166666666666667
64711,0.9866666666666667
36914,0.9833333333333333
79144,0.9316666666666666
38918,0.935
118678,0.985
120057,0.9766666666666667
33452,0.9216666666666666
55948,0.9816666666666667
388415,0.9866666666666667
384090,0.9083333333333333
119802,0.9083333333333333
118713,0.9433333333333334
118712,0.8433333333333334
118714,0.9716666666666667
119132,0.95
119406,0.89
89761,0.75
33461,0.955
80760,0.91
36969,0.9733333333333334
38652,0.885
119258,0.955
118990,0.8583333333333333
91253,0.715
50524,0.865
89979,0.7366666666666667
118716,0.9866666666666667
38726,0.965
414454,0.7733333333333333
119205,0.9866666666666667
118707,0.86
65013,0.5083333333333333
48996,0.9833333333333333
47744,0.825
112292,0.7933333333333333
51629,0.8683333333333333
39054,0.9733333333333334
118879,0.9733333333333334
74609,0.82
118689,0.9666666666666667
39859,0.9833333333333333
40794,0.9866666666666667
138912,0.75
51183,0.8116666666666666
38661,0.9733333333333334
414460,0.9366666666666666
40817,0.6716666666666666
47748,0.9116666666666666
119114,0.8966666666666666
43071,0.9566666666666667
119175,0.8983333333333333
119646,0.9833333333333333
60741,0.9766666666666667
52816,0.93
62353,0.7733333333333333
49490,0.9816666666666667
47204,0.985
119116,0.745
63186,0.6583333333333333
62695,0.98
48581,0.9616666666666667
102040,0.955
48590,0.9683333333333334
66141,0.715
119265,0.985
51485,0.8783333333333333
67223,0.9783333333333334
377052,0.96
119651,0.9
63406,0.8633333333333333
63104,0.9816666666666667
119267,0.98
51542,0.8383333333333334
48976,0.96
55033,0.8266666666666667
47228,0.9866666666666667
52790,0.9766666666666667
118923,0.96
64622,0.7933333333333333
382249,0.9133333333333333
54780,0.8816666666666667
54785,0.8466666666666667
51588,0.78
118925,0.9633333333333334
63766,0.8916666666666667
58022,0.8466666666666667
377885,0.9816666666666667
63415,0.855
54752,0.93
63775,0.9233333333333333
60443,0.9866666666666667
65248,0.9666666666666667
63008,0.9866666666666667
63170,0.9383333333333334
66310,0.9733333333333334
47574,0.8833333333333333
95662,0.9466666666666667
69400,0.9766666666666667
79636,0.8966666666666666
377766,0.925
392428,0.9833333333333333
374699,0.8616666666666667
392426,0.9833333333333333
414490,0.95
374660,0.8233333333333334
382247,0.665
374612,0.515
369214,0.9816666666666667
371899,0.7133333333333334
369381,0.9666666666666667
414569,0.935
363221,0.93
363278,0.9133333333333333
362973,0.9716666666666667
357854,0.8583333333333333
358062,0.86
357958,0.8083333333333333
362848,0.9766666666666667
357766,0.6683333333333333
369719,0.5483333333333333
353885,0.975
353186,0.6866666666666666
351980,0.9466666666666667
358355,0.9683333333333334
350731,0.975
414450,0.9883333333333333
349916,0.8983333333333333
353184,0.9666666666666667
349866,0.9833333333333333
349888,0.9816666666666667
349543,0.6283333333333333
349914,0.985
349820,0.725
351548,0.98
349824,0.9866666666666667
414602,0.9716666666666667
350327,0.985
432789,0.9866666666666667
349560,0.9483333333333334
350508,0.9766666666666667
349785,0.9866666666666667
349583,0.95
350510,0.98
363362,0.98
358248,0.985
339185,0.9516666666666667
394766,0.925
337552,0.8083333333333333
337435,0.9016666666666666
337437,0.8616666666666667
338582,0.965
335382,0.9833333333333333
327035,0.9533333333333334
331714,0.97
337588,0.9716666666666667
331853,0.9533333333333334
326594,0.84
326520,0.925
327046,0.9333333333333333
326634,0.8366666666666667
335394,0.9266666666666666
322531,0.9883333333333333
322957,0.8283333333333334
322529,0.9433333333333334
322646,0.6583333333333333
321232,0.9716666666666667
315322,0.7616666666666667
322288,0.9766666666666667
321466,0.8783333333333333
321464,0.955
312843,0.9816666666666667
315324,0.955
312864,0.9316666666666666
312736,0.9566666666666667
322292,0.9716666666666667
312660,0.7733333333333333
846467,0.9716666666666667
306751,0.915
312655,0.9466666666666667
308045,0.98
312636,0.98
306756,0.985
306699,0.9833333333333333
306746,0.975
305601,0.9833333333333333
305605,0.9833333333333333
305417,0.7966666666666666
300256,0.925
300302,0.9216666666666666
297888,0.985
296584,0.9566666666666667
295883,0.9316666666666666
293689,0.95
291894,0.7966666666666666
294869,0.9866666666666667
394747,0.9183333333333333
300946,0.9116666666666666
295949,0.7866666666666666
285119,0.9166666666666666
293685,0.9633333333333334
285127,0.985
282672,0.9116666666666666
281432,0.975
118861,0.75
89429,0.97
33109,0.5783333333333334
119375,0.7
59533,0.97
118693,0.89
39620,0.7016666666666667
119801,0.985
39629,0.9283333333333333
34549,0.9583333333333334
34720,0.7016666666666667
119234,0.9833333333333333
79831,0.9733333333333334
50468,0.8183333333333334
82738,0.8616666666666667
62650,0.9733333333333334
281847,0.77
119128,0.92
50487,0.9533333333333334
62363,0.9866666666666667
278123,0.9766666666666667
39005,0.9483333333333334
74591,0.9633333333333334
118984,0.7966666666666666
49776,0.7233333333333334
34471,0.9316666666666666
56026,0.81
270023,0.83
118685,0.9766666666666667
39185,0.7316666666666667
64898,0.8466666666666667
49527,0.7666666666666667
267741,0.9833333333333333
47168,0.985
63176,0.8433333333333334
45740,0.93
66134,0.9866666666666667
67210,0.9766666666666667
63757,0.89
67441,0.8133333333333334
267783,0.9566666666666667
59950,0.975
59910,0.9083333333333333
60434,0.8383333333333334
56319,0.9033333333333333
60417,0.96
62998,0.7416666666666667
63014,0.9116666666666666
62933,0.8716666666666667
66078,0.9433333333333334
79857,0.9866666666666667
263736,0.9283333333333333
263676,0.9666666666666667
261075,0.87
297290,0.975
258623,0.9566666666666667
258658,0.84
258692,0.975
254813,0.9583333333333334
260233,0.9783333333333334
255413,0.98
260245,0.9483333333333334
254770,0.9633333333333334
250637,0.9366666666666666
255415,0.9816666666666667
250665,0.895
417108,0.8783333333333333
241346,0.975
229343,0.9266666666666666
241397,0.9766666666666667
297310,0.9783333333333334
34204,0.985
75279,0.7533333333333333
67244,0.855
300297,0.6566666666666666
314561,0.9833333333333333
358086,0.965
376955,0.5766666666666667
377879,0.9066666666666666
48047,0.98
64631,0.5333333333333333
33025,0.6116666666666667
119182,0.6283333333333333
119184,0.49666666666666665
35819,0.4483333333333333
35833,0.5266666666666666
118825,0.5666666666666667
118838,0.52
118798,0.7383333333333333
119701,0.2783333333333333
119068,0.28
